critic_count,critic_score,developer,eu_sales,genre,global_sales,jp_sales,na_sales,name,other_sales,platform,publisher,rating,user_count,user_score,year_of_release
69.0,92.0,Harmonix Music Systems,0.63,Misc,5.12,0.0,3.81,Guitar Hero II,0.68,PS2,RedOctane,T,112.0,8.5,2006
88.0,80.0,Lionhead Studios,1.08,Role-Playing,5.1,0.05,3.59,Fable III,0.38,X360,Microsoft Game Studios,M,604.0,6.5,2010
,,,2.45,Sports,5.09,0.44,1.63,Mario & Sonic at the Olympic Games,0.57,DS,Sega,,,,2008
76.0,84.0,Capcom,1.41,Action,5.09,1.08,1.96,Resident Evil 5,0.64,PS3,Capcom,M,667.0,7.5,2009
57.0,90.0,Nintendo,1.8,Action,5.08,0.95,1.85,The Legend of Zelda: Phantom Hourglass,0.48,DS,Nintendo,E,416.0,8.0,2007
,,,1.3,Platform,5.07,0.15,3.4,Super Mario Bros.,0.22,GB,Nintendo,,,,1999
51.0,89.0,EA Sports,3.28,Sports,5.07,0.06,0.61,FIFA Soccer 11,1.12,PS3,Electronic Arts,E,233.0,8.0,2010
8.0,91.0,Capcom,1.16,Action,5.05,1.11,2.05,Resident Evil,0.73,PS,Virgin Interactive,M,266.0,9.0,1996
50.0,86.0,Rockstar Leeds,1.99,Action,5.03,0.16,1.7,Grand Theft Auto: Vice City Stories,1.18,PSP,Take-Two Interactive,M,150.0,8.0,2006
18.0,92.0,Neversoft Entertainment,1.38,Sports,5.02,0.02,3.42,Tony Hawk's Pro Skater,0.2,PS,Activision,T,69.0,9.2,1999
,,,1.89,Strategy,5.01,0.0,2.79,Warzone 2100,0.33,PS,Eidos Interactive,,,,1999
,,,1.36,Platform,5.0,0.07,3.36,Spyro the Dragon,0.21,PS,Sony Computer Entertainment,,,,1998
24.0,82.0,"Neversoft Entertainment, BudCat",0.01,Misc,4.98,0.01,3.49,Guitar Hero III: Legends of Rock,1.48,PS2,Activision,T,46.0,8.2,2007
34.0,68.0,Nintendo,1.17,Shooter,4.98,0.29,3.05,Link's Crossbow Training,0.46,Wii,Nintendo,T,47.0,7.1,2007
,,,1.19,Role-Playing,4.93,1.54,1.83,Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,0.37,DS,Nintendo,,,,2007
84.0,93.0,Bethesda Game Studios,0.99,Role-Playing,4.93,0.09,3.4,Fallout 3,0.45,X360,Bethesda Softworks,M,1655.0,8.5,2008
66.0,88.0,"Naughty Dog, SCE/WWS",1.72,Action,4.92,0.12,2.31,Uncharted: Drake's Fortune,0.77,PS3,Sony Computer Entertainment,T,2306.0,8.1,2007
29.0,88.0,EA Sports,0.26,Sports,4.91,0.01,3.98,Madden NFL 06,0.66,PS2,Electronic Arts,E,121.0,8.0,2005
,,,0.99,Racing,4.88,0.89,2.91,Diddy Kong Racing,0.1,N64,Nintendo,,,,1997
,,,0.0,Role-Playing,4.87,4.87,0.0,Monster Hunter Freedom 3,0.0,PSP,Capcom,,,,2010
,,,1.08,Fighting,4.87,0.81,2.6,Super Smash Bros. for Wii U and 3DS,0.38,WiiU,Nintendo,,,,2014
,,,0.6,Puzzle,4.85,1.52,2.62,Dr. Mario,0.1,NES,Nintendo,,,,1990
82.0,93.0,Blizzard Entertainment,1.68,Strategy,4.84,0.0,2.57,StarCraft II: Wings of Liberty,0.58,PC,Activision,T,3052.0,8.2,2010
40.0,81.0,Ubisoft Montreal,2.0,Adventure,4.82,0.09,1.91,Assassin's Creed,0.82,PS3,Ubisoft,M,769.0,7.3,2007
101.0,92.0,SCE Santa Monica,1.33,Action,4.8,0.12,2.74,God of War III,0.61,PS3,Sony Computer Entertainment,M,2633.0,8.7,2010
20.0,88.0,Naughty Dog,1.57,Racing,4.79,0.44,2.57,Crash Team Racing,0.21,PS,Sony Computer Entertainment,E,233.0,9.0,1999
9.0,80.0,TT Fusion,1.48,Action,4.76,0.0,2.83,LEGO Star Wars: The Complete Saga,0.45,DS,LucasArts,E,46.0,5.4,2007
14.0,62.0,Reflections Interactive,2.1,Action,4.73,0.02,2.36,Driver 2,0.25,PS,Atari,T,92.0,7.7,2000
87.0,94.0,Rocksteady Studios,1.27,Action,4.73,0.04,2.99,Batman: Arkham City,0.42,X360,Warner Bros. Interactive Entertainment,T,1472.0,8.7,2011
,,,2.0,Action,4.71,0.07,1.88,The Last of Us,0.77,PS4,Sony Computer Entertainment,,,,2014
,,,2.19,Racing,4.7,0.0,1.73,The Simpsons: Hit & Run,0.79,PS2,Vivendi Games,,,,2003
19.0,98.0,Neversoft Entertainment,1.41,Sports,4.68,0.02,3.05,Tony Hawk's Pro Skater 2,0.2,PS,Activision,T,299.0,7.7,2000
32.0,82.0,Stormfront Studios,1.95,Action,4.67,0.08,1.94,The Lord of the Rings: The Two Towers,0.7,PS2,Electronic Arts,T,78.0,8.2,2002
13.0,91.0,Core Design Ltd.,1.97,Action,4.63,0.13,2.29,Tomb Raider,0.24,PS,Eidos Interactive,T,147.0,8.6,1996
50.0,73.0,Nintendo,1.12,Simulation,4.62,1.32,1.82,Animal Crossing: City Folk,0.36,Wii,Nintendo,E,119.0,7.6,2008
78.0,86.0,Bluepoint Games,1.71,Action,4.62,0.08,2.07,Uncharted: The Nathan Drake Collection,0.76,PS4,Sony Computer Entertainment,T,1264.0,8.1,2015
,,,0.91,Action,4.61,1.15,2.42,The Legend of Zelda: A Link to the Past,0.13,SNES,Nintendo,,,,1991
80.0,96.0,Nintendo,0.99,Action,4.6,0.89,2.6,The Legend of Zelda: The Wind Waker,0.13,GC,Nintendo,E,968.0,8.9,2002
36.0,86.0,Vicarious Visions,1.11,Misc,4.6,0.0,3.04,Guitar Hero III: Legends of Rock,0.43,Wii,Activision,T,87.0,8.4,2007
74.0,86.0,Next Level Games,1.39,Action,4.59,1.11,1.8,Luigi's Mansion: Dark Moon,0.29,3DS,Nintendo,E,458.0,8.4,2013
83.0,91.0,Turn 10,1.97,Racing,4.57,0.06,2.08,Forza Motorsport 4,0.46,X360,Microsoft Game Studios,E,617.0,8.2,2011
,,,1.96,Sports,4.53,0.22,1.87,Mario & Sonic at the Olympic Winter Games,0.48,Wii,Sega,,,,2009
30.0,91.0,EA Tiburon,0.26,Sports,4.53,0.01,4.18,Madden NFL 2005,0.08,PS2,Electronic Arts,E,78.0,7.9,2004
69.0,85.0,Neversoft Entertainment,0.91,Misc,4.53,0.01,3.19,Guitar Hero III: Legends of Rock,0.42,X360,Activision,T,165.0,7.9,2007
,,,0.24,Platform,4.5,0.0,4.21,Pitfall!,0.05,2600,Activision,,,,1981
29.0,84.0,EA Sports,0.24,Sports,4.49,0.01,3.63,Madden NFL 07,0.61,PS2,Electronic Arts,E,39.0,8.2,2006
101.0,84.0,343 Industries,1.27,Shooter,4.48,0.03,2.78,Halo 5: Guardians,0.41,XOne,Microsoft Game Studios,T,2438.0,6.4,2015
25.0,76.0,Treyarch,1.51,Action,4.48,0.03,2.71,Spider-Man: The Movie,0.23,PS2,Activision,E,41.0,7.9,2002
,,,0.14,Role-Playing,4.47,4.1,0.2,Dragon Quest VII: Warriors of Eden,0.02,PS,Enix Corporation,,,,2000
82.0,77.0,Infinity Ward,2.0,Shooter,4.46,0.15,1.61,Call of Duty: Infinite Warfare,0.71,PS4,Activision,M,1129.0,3.4,2016
75.0,94.0,SCE Santa Monica,1.29,Action,4.45,0.02,2.71,God of War,0.43,PS2,Sony Computer Entertainment,M,997.0,8.9,2005
88.0,81.0,Nintendo,1.18,Shooter,4.43,1.46,1.54,Splatoon,0.26,WiiU,Nintendo,E10+,1184.0,8.5,2015
61.0,77.0,Nintendo,1.11,Misc,4.42,0.46,2.52,Nintendo Land,0.33,WiiU,Nintendo,E10+,471.0,7.9,2012
34.0,97.0,Neversoft Entertainment,1.29,Sports,4.41,0.01,2.66,Tony Hawk's Pro Skater 3,0.46,PS2,Activision,T,298.0,7.5,2001
19.0,86.0,Konami,2.39,Sports,4.39,1.05,0.1,Winning Eleven: Pro Evolution Soccer 2007,0.86,PS2,Konami Digital Entertainment,E,33.0,8.9,2006
90.0,94.0,Bethesda Softworks,1.03,Role-Playing,4.38,0.13,2.82,The Elder Scrolls IV: Oblivion,0.4,X360,Take-Two Interactive,M,1109.0,8.7,2006
,,,0.5,Adventure,4.38,1.61,2.19,Zelda II: The Adventure of Link,0.08,NES,Nintendo,,,,1987
36.0,82.0,EA Canada,1.79,Racing,4.37,0.08,2.03,Need for Speed: Most Wanted,0.47,PS2,Electronic Arts,T,137.0,9.1,2005
37.0,56.0,"Ubisoft Paris, Ubisoft Montpellier",1.33,Misc,4.36,0.01,2.64,Michael Jackson: The Experience,0.39,Wii,Ubisoft,E10+,31.0,8.3,2010
,,High Moon Studios,1.93,Shooter,4.36,0.19,1.56,Call of Duty: Advanced Warfare,0.68,PS3,Activision,M,207.0,4.8,2014
70.0,86.0,Insomniac Games,1.72,Shooter,4.34,0.14,1.74,Resistance: Fall of Man,0.75,PS3,Sony Computer Entertainment,M,715.0,8.1,2006
,,,0.91,Platform,4.34,0.26,3.03,Sonic the Hedgehog,0.13,GEN,Sega,,,,1991
64.0,87.0,Square Enix,0.58,Role-Playing,4.33,1.38,2.2,Kingdom Hearts II,0.17,PS2,Square Enix,E10+,766.0,9.0,2005
,,,1.31,Action,4.33,0.62,2.09,The Legend of Zelda: Ocarina of Time,0.31,3DS,Nintendo,,,,2011
83.0,93.0,Nintendo,1.16,Platform,4.32,0.73,2.11,Super Mario 3D World,0.32,WiiU,Nintendo,E,1607.0,9.0,2013
,,,2.02,Misc,4.32,0.14,1.48,Minecraft,0.68,PS4,Sony Computer Entertainment Europe,,,,2014
,,,0.26,Shooter,4.31,0.0,4.0,Asteroids,0.05,2600,Atari,,,,1980
,,High Moon Studios,1.11,Shooter,4.29,0.0,2.77,Call of Duty: Advanced Warfare,0.4,X360,Activision,M,221.0,4.9,2014
,,EA Sports,3.02,Sports,4.28,0.04,0.58,FIFA 15,0.64,PS3,Electronic Arts,E,109.0,4.5,2014
95.0,89.0,Lionhead Studios,1.24,Role-Playing,4.27,0.11,2.51,Fable II,0.41,X360,Microsoft Game Studios,M,2423.0,6.5,2008
10.0,79.0,Mass Media,1.11,Misc,4.24,0.05,3.0,Namco Museum,0.07,GBA,Namco Bandai Games,E,6.0,7.3,2001
70.0,91.0,Rocksteady Studios,1.31,Action,4.23,0.07,2.24,Batman: Arkham Asylum,0.61,PS3,Eidos Interactive,T,1122.0,8.9,2009
68.0,91.0,KCEJ,0.0,Action,4.23,0.83,1.46,Metal Gear Solid 3: Snake Eater,1.93,PS2,Konami Digital Entertainment,M,955.0,9.3,2004
39.0,80.0,Ubisoft Montreal,2.01,Action,4.22,0.1,1.41,Assassin's Creed: Revelations,0.7,PS3,Ubisoft,M,613.0,7.5,2011
39.0,88.0,Bethesda Game Studios,1.32,Role-Playing,4.22,0.01,2.51,Fallout 4,0.38,XOne,Bethesda Softworks,M,1749.0,6.2,2015
41.0,84.0,EA Canada,2.89,Sports,4.22,0.01,0.92,FIFA 14,0.4,X360,Electronic Arts,E,435.0,4.2,2013
59.0,85.0,Ready at Dawn,1.01,Platform,4.21,0.0,2.45,Daxter,0.75,PSP,Sony Computer Entertainment,E10+,109.0,8.7,2006
,,,2.27,Strategy,4.21,0.0,1.7,Warcraft II: Tides of Darkness,0.23,PC,Activision,,,,1995
32.0,80.0,EA Canada,2.55,Sports,4.21,0.04,0.78,FIFA Soccer 06,0.84,PS2,Electronic Arts,E,47.0,7.8,2005
32.0,80.0,"SCEE, Zoe Mode",2.3,Misc,4.2,0.2,0.88,EyeToy Play,0.83,PS2,Sony Computer Entertainment,E,22.0,7.5,2003
67.0,80.0,Polyphony Digital,1.82,Racing,4.19,0.57,1.28,Gran Turismo 5 Prologue,0.52,PS3,Sony Computer Entertainment,E,120.0,7.1,2007
77.0,80.0,Ubisoft Montreal,1.47,Action,4.19,0.04,2.25,Assassin's Creed: Revelations,0.43,X360,Ubisoft,M,564.0,7.2,2011
,,,2.78,Sports,4.18,0.02,0.84,FIFA 12,0.53,X360,Electronic Arts,,,,2011
,,,0.44,Action,4.17,0.31,3.38,Teenage Mutant Ninja Turtles,0.04,NES,Palcom,,,,1989
61.0,94.0,Capcom,1.04,Fighting,4.16,0.58,2.03,Street Fighter IV,0.52,PS3,Capcom,T,330.0,7.3,2009
,,,0.48,Racing,4.16,1.57,2.04,Excitebike,0.07,NES,Nintendo,,,,1984
,,,0.27,Action,4.16,0.0,3.79,Frogger,0.11,PS,Hasbro Interactive,,,,1997
25.0,95.0,EA Sports,0.21,Sports,4.14,0.01,3.36,Madden NFL 2003,0.56,PS2,Electronic Arts,E,65.0,7.7,2002
24.0,96.0,Valve Software,0.0,Shooter,4.12,0.09,4.03,Half-Life,0.0,PC,Vivendi Games,M,3161.0,9.1,1997
,,,0.61,Platform,4.12,1.76,1.65,Super Mario World 2: Yoshi's Island,0.09,SNES,Nintendo,,,,1995
,,,2.48,Sports,4.11,0.03,0.71,FIFA Soccer 07,0.89,PS2,Electronic Arts,,,,2006
,,,0.51,Fighting,4.1,2.1,1.42,Street Fighter II Turbo,0.07,SNES,Capcom,,,,1992
46.0,91.0,Blizzard Entertainment,1.52,Role-Playing,4.09,0.0,2.57,World of Warcraft: The Burning Crusade,0.0,PC,Activision,T,785.0,7.9,2007
31.0,88.0,EA DICE,2.15,Shooter,4.08,0.21,1.1,Battlefield 1,0.61,PS4,Electronic Arts,M,809.0,8.4,2016
70.0,93.0,SCE Santa Monica,0.04,Action,4.07,0.04,2.32,God of War II,1.67,PS2,Sony Computer Entertainment,M,709.0,8.9,2007
,,Konami,2.26,Sports,4.06,0.9,0.12,World Soccer Winning Eleven 9,0.77,PS2,Konami Digital Entertainment,E,23.0,8.2,2005
81.0,84.0,Obsidian Entertainment,1.03,Role-Playing,4.05,0.04,2.66,Fallout: New Vegas,0.33,X360,Bethesda Softworks,M,769.0,8.1,2010
66.0,90.0,Turn 10,1.27,Racing,4.05,0.03,2.35,Forza Motorsport 2,0.41,X360,Microsoft Game Studios,E,381.0,8.3,2007
27.0,56.0,Cat Daddy Games,1.47,Misc,4.05,0.05,2.12,Carnival Games,0.42,Wii,Take-Two Interactive,E,44.0,6.0,2007
80.0,80.0,Ubisoft Montreal,1.9,Action,4.05,0.11,1.4,Watch Dogs,0.64,PS4,Ubisoft,M,2996.0,6.3,2014
,,,1.55,Misc,4.05,0.16,2.28,Namco Museum Vol.3,0.06,PS,Sony Computer Entertainment,,,,1996
25.0,85.0,Namco,1.51,Fighting,4.05,0.51,1.68,Tekken Tag Tournament,0.35,PS2,Namco Bandai Games,T,117.0,8.5,2000
83.0,85.0,Ubisoft Montreal,2.18,Shooter,4.04,0.1,1.13,Far Cry 4,0.63,PS4,Ubisoft,M,1653.0,7.7,2014
,,,0.58,Shooter,4.03,0.64,2.78,Star Fox 64,0.04,N64,Nintendo,,,,1997
,,,0.28,Sports,4.01,2.46,1.22,Golf,0.04,NES,Nintendo,,,,1984
21.0,61.0,Digital Eclipse,1.35,Misc,3.98,0.0,2.08,Namco Museum: 50th Anniversary,0.54,PS2,Namco Bandai Games,E10+,,,2005
76.0,89.0,Valve Software,0.87,Shooter,3.97,0.05,2.67,Left 4 Dead 2,0.38,X360,Electronic Arts,M,681.0,8.6,2009
79.0,92.0,CD Projekt Red Studio,2.13,Role-Playing,3.97,0.23,1.02,The Witcher 3: Wild Hunt,0.59,PS4,Namco Bandai Games,M,10179.0,9.2,2015
40.0,70.0,"Ubisoft, Ubisoft Montreal",2.07,Action,3.96,0.08,1.19,Assassin's Creed: Unity,0.62,PS4,Ubisoft,M,2050.0,4.9,2014
89.0,87.0,Rocksteady Studios,1.69,Action,3.95,0.1,1.53,Batman: Arkham Knight,0.64,PS4,Warner Bros. Interactive Entertainment,M,2679.0,7.6,2015
81.0,93.0,Nintendo,1.16,Action,3.95,0.37,2.03,The Legend of Zelda: Skyward Sword,0.38,Wii,Nintendo,E10+,1958.0,8.0,2011
57.0,90.0,Bethesda Game Studios,1.13,Role-Playing,3.94,0.07,2.15,Fallout 3,0.59,PS3,Bethesda Softworks,M,910.0,8.0,2008
65.0,84.0,Level 5,1.76,Puzzle,3.94,0.92,0.9,Professor Layton and the Diabolical Box,0.37,DS,Nintendo,E10+,72.0,8.8,2007
,,,0.76,Platform,3.91,1.07,1.97,Donkey Kong Land,0.11,GB,Nintendo,,,,1994
27.0,81.0,EA Canada,1.35,Sports,3.9,0.06,2.09,EA Sports Active,0.4,Wii,Electronic Arts,E,39.0,8.7,2009
38.0,90.0,Neversoft Entertainment,1.17,Sports,3.9,0.01,2.29,Tony Hawk's Underground,0.42,PS2,Activision,T,121.0,8.7,2003
80.0,86.0,Capcom,0.48,Role-Playing,3.89,2.62,0.68,Monster Hunter 4 Ultimate,0.11,3DS,Nintendo,T,348.0,8.7,2014
32.0,94.0,Bethesda Game Studios,2.12,Role-Playing,3.88,0.0,1.16,The Elder Scrolls V: Skyrim,0.6,PC,Bethesda Softworks,M,9073.0,8.1,2011
51.0,87.0,Visual Concepts,0.66,Sports,3.88,0.03,2.49,NBA 2K16,0.69,PS4,Take-Two Interactive,E10+,364.0,6.7,2015
62.0,88.0,Namco,1.94,Fighting,3.87,0.31,0.93,Tekken 5,0.7,PS2,Namco Bandai Games,T,229.0,8.6,2005
,,,0.0,Role-Playing,3.87,3.77,0.1,Dragon Warrior III,0.0,NES,Enix Corporation,,,,1988
9.0,84.0,Evolution Studios,1.6,Racing,3.87,0.06,1.53,MotorStorm,0.67,PS3,Sony Computer Entertainment,T,220.0,7.4,2006
,,,1.41,Simulation,3.85,0.73,1.44,Nintendogs + cats,0.27,3DS,Nintendo,,,,2011
26.0,91.0,KCET,1.89,Sports,3.85,1.12,0.16,World Soccer Winning Eleven 8 International,0.68,PS2,Konami Digital Entertainment,E,38.0,9.1,2004
64.0,76.0,"SCEA, Zindagi Games",1.12,Sports,3.84,0.1,2.13,Sports Champions,0.5,PS3,Sony Computer Entertainment,E10+,104.0,7.9,2010
,,,1.44,Misc,3.84,0.22,2.12,Namco Museum Vol.1,0.06,PS,Sony Computer Entertainment,,,,1995
,,,0.96,Action,3.83,0.54,2.21,The Legend of Zelda: Link's Awakening,0.13,GB,Nintendo,,,,1992
49.0,78.0,Infinity Ward,1.43,Shooter,3.83,0.05,1.78,Call of Duty: Ghosts,0.57,PS4,Activision,M,1564.0,3.7,2013
22.0,59.0,"Nintendo, Namco Bandai Games",1.56,Misc,3.83,1.05,0.86,Flash Focus: Vision Training in Minutes a Day,0.35,DS,Nintendo,E,4.0,4.0,2007
64.0,80.0,Massive Entertainment,1.7,Shooter,3.8,0.15,1.35,Tom Clancy's The Division,0.6,PS4,Ubisoft,M,2219.0,7.0,2016
33.0,68.0,Nintendo,1.91,Misc,3.79,0.41,1.05,Big Brain Academy: Wii Degree,0.42,Wii,Nintendo,E,39.0,6.9,2007
,,,1.24,Action,3.77,0.47,1.82,Resident Evil Director's Cut,0.25,PS,Virgin Interactive,,,,1996
,,,0.47,Role-Playing,3.77,0.81,2.23,Mario & Luigi: Bowser's Inside Story,0.26,DS,Nintendo,,,,2009
60.0,77.0,Traveller's Tales,1.01,Action,3.76,0.0,2.4,LEGO Indiana Jones: The Original Adventures,0.36,X360,Activision,E10+,66.0,7.5,2008
21.0,79.0,Maxis,1.56,Simulation,3.76,0.0,2.03,The Sims: Unleashed,0.17,PC,Electronic Arts,T,29.0,8.0,2002
,,,1.39,Platform,3.74,0.1,1.4,Ratchet & Clank: Size Matters,0.86,PSP,Sony Computer Entertainment,,,,2007
11.0,64.0,Argonaut Games,2.0,Action,3.73,0.14,1.37,Harry Potter and the Sorcerer's Stone,0.22,PS,Electronic Arts,E,41.0,7.5,2001
,,,1.87,Sports,3.72,0.27,1.12,Mario & Sonic at the London 2012 Olympic Games,0.45,Wii,Sega,,,,2011
,,,0.77,Action,3.72,1.54,1.3,Resident Evil 3: Nemesis,0.11,PS,Eidos Interactive,,,,1999
56.0,85.0,Intelligent Systems,0.86,Platform,3.71,0.59,1.95,Super Paper Mario,0.31,Wii,Nintendo,E,417.0,7.9,2007
15.0,91.0,Insomniac Games,1.58,Platform,3.71,0.0,1.93,Spyro: Year of the Dragon,0.19,PS,Sony Computer Entertainment,E,207.0,8.8,2000
36.0,88.0,Ubisoft,1.68,Action,3.71,0.13,1.33,Assassin's Creed IV: Black Flag,0.57,PS3,Ubisoft,M,840.0,8.1,2013
27.0,81.0,EA Canada,2.48,Sports,3.7,0.04,0.58,FIFA Soccer 2005,0.59,PS2,Electronic Arts,E,56.0,7.6,2004
,,,0.73,Strategy,3.7,1.38,1.49,Pokémon Trading Card Game,0.1,GB,Nintendo,,,,1998
,,,0.0,Misc,3.67,3.67,0.0,Friend Collection,0.0,DS,Nintendo,,,,2009
27.0,94.0,Neversoft Entertainment,1.18,Sports,3.67,0.01,2.13,Tony Hawk's Pro Skater 4,0.35,PS2,Activision,T,128.0,8.5,2002
,,,1.28,Shooter,3.66,0.02,2.04,Star Wars Battlefront (2015),0.32,XOne,Electronic Arts,,,,2015
15.0,67.0,TOSE,1.59,Simulation,3.66,0.08,1.58,MySims,0.41,DS,Electronic Arts,E,13.0,7.3,2007
34.0,74.0,Rockstar Leeds,1.21,Racing,3.65,0.0,1.65,Midnight Club 3: DUB Edition,0.79,PSP,Take-Two Interactive,E10+,31.0,8.4,2005
,,,1.13,Platform,3.65,0.55,1.87,Banjo-Kazooie,0.1,N64,Nintendo,,,,1998
42.0,82.0,Zipper Interactive,0.81,Shooter,3.65,0.06,2.53,SOCOM: U.S. Navy SEALs,0.24,PS2,Sony Computer Entertainment,M,82.0,7.9,2002
35.0,90.0,Naughty Dog,1.09,Platform,3.64,0.15,2.08,Jak and Daxter: The Precursor Legacy,0.33,PS2,Sony Computer Entertainment,E,312.0,8.7,2001
,,,0.68,Simulation,3.63,0.66,2.23,Pokemon Snap,0.06,N64,Nintendo,,,,1999
10.0,82.0,Konami,0.0,Sports,3.63,0.64,0.05,Pro Evolution Soccer 2008,2.93,PS2,Konami Digital Entertainment,E,38.0,7.9,2007
38.0,96.0,Capcom,0.83,Action,3.62,0.46,2.08,Resident Evil 4,0.25,PS2,Capcom,M,1013.0,8.9,2005
18.0,86.0,Vicarious Visions,0.96,Misc,3.62,0.0,2.32,Guitar Hero: World Tour,0.34,Wii,Activision,T,71.0,7.6,2008
56.0,91.0,EA Sports,2.45,Sports,3.62,0.05,0.6,FIFA Soccer 10,0.52,PS3,Electronic Arts,E,203.0,7.6,2009
36.0,82.0,Pandemic Studios,1.22,Shooter,3.61,0.03,1.93,Star Wars: Battlefront,0.44,PS2,LucasArts,T,142.0,8.7,2004
,,,1.4,Shooter,3.61,0.0,2.05,Doom II: Hell on Earth,0.16,PC,Virgin Interactive,,,,1994
23.0,64.0,Fox Interactive,1.17,Racing,3.61,0.0,2.02,The Simpsons: Road Rage,0.42,PS2,Electronic Arts,T,32.0,7.7,2001
34.0,78.0,Nintendo,0.67,Action,3.6,0.46,2.38,Luigi's Mansion,0.1,GC,Nintendo,E,161.0,8.5,2001
18.0,85.0,EA DICE,1.55,Shooter,3.59,0.17,1.35,Battlefield 4,0.51,PS4,Electronic Arts,M,1580.0,6.9,2013
30.0,84.0,Pandemic Studios,1.02,Shooter,3.59,0.03,2.18,Star Wars: Battlefront II,0.37,PS2,LucasArts,T,268.0,9.0,2005
,,Ubisoft,1.39,Misc,3.59,0.0,1.88,Just Dance 2014,0.31,Wii,Ubisoft,E10+,10.0,6.2,2013
39.0,70.0,Office Create,1.49,Simulation,3.58,0.1,1.6,Cooking Mama 2: Dinner With Friends,0.39,DS,505 Games,E,9.0,8.0,2007
,,,1.35,Fighting,3.58,0.06,2.01,WWF SmackDown!,0.16,PS,THQ,,,,2000
,,,1.79,Platform,3.56,0.0,1.57,Croc: Legend of the Gobbos,0.2,PS,Fox Interactive,,,,1997
49.0,78.0,Rockstar Leeds,1.4,Action,3.54,0.07,1.56,Grand Theft Auto: Liberty City Stories,0.5,PS2,Take-Two Interactive,M,112.0,7.8,2006
49.0,72.0,Team Soho,1.77,Action,3.54,0.05,1.23,The Getaway,0.49,PS2,Sony Computer Entertainment,M,88.0,6.8,2002
,,,1.58,Action,3.54,0.12,1.66,Tomb Raider III: Adventures of Lara Croft,0.18,PS,Eidos Interactive,,,,1997
27.0,72.0,EA Redwood Shores,1.13,Shooter,3.53,0.1,1.9,James Bond 007: Agent Under Fire,0.41,PS2,Electronic Arts,T,48.0,7.9,2001
,,,1.14,Action,3.53,0.01,1.98,LEGO Star Wars: The Video Game,0.41,PS2,Eidos Interactive,,,,2005
,,,1.33,Action,3.52,0.0,1.96,Rugrats in Paris: The Movie,0.23,PS,THQ,,,,2000
66.0,88.0,EA Sports,2.39,Sports,3.52,0.02,0.71,FIFA Soccer 11,0.4,X360,Electronic Arts,E,155.0,7.5,2010
,,,1.21,Platform,3.52,0.01,2.14,Spyro 2: Ripto's Rage!,0.17,PS,Sony Computer Entertainment,,,,1999
67.0,89.0,Certain Affinity,0.49,Shooter,3.51,0.05,2.66,Left 4 Dead,0.3,X360,Electronic Arts,M,1309.0,7.9,2008
,,,0.5,Platform,3.51,1.75,1.17,Donkey Kong Country 3: Dixie Kong's Double Trouble!,0.08,SNES,Nintendo,,,,1996
59.0,72.0,"Ubisoft, Ubisoft Montreal",0.9,Action,3.5,0.0,2.27,Assassin's Creed: Unity,0.33,XOne,Ubisoft,M,1005.0,4.1,2014
,,,0.38,Action,3.5,1.42,1.64,Kung Fu,0.06,NES,Nintendo,,,,1985
91.0,83.0,Capcom,0.93,Action,3.5,0.12,2.11,Resident Evil 5,0.34,X360,Capcom,M,523.0,7.5,2009
81.0,89.0,Ubisoft Montreal,0.38,Action,3.49,0.03,2.85,Assassin's Creed: Brotherhood,0.24,X360,Ubisoft,M,693.0,8.3,2010
20.0,84.0,EA Canada,2.36,Sports,3.49,0.04,0.59,FIFA Soccer 2004,0.51,PS2,Electronic Arts,E,76.0,6.4,
14.0,80.0,EA DICE,1.42,Shooter,3.49,0.27,1.3,Battlefield 4,0.5,PS3,Electronic Arts,M,579.0,5.8,2013
78.0,92.0,Rocksteady Studios,0.95,Action,3.48,0.02,2.2,Batman: Arkham Asylum,0.31,X360,Eidos Interactive,T,1080.0,8.7,2009
21.0,79.0,EA DICE,1.01,Shooter,3.48,0.02,2.15,Battlefield 4,0.31,X360,Electronic Arts,M,542.0,5.6,2013
75.0,88.0,EA DICE,1.01,Shooter,3.47,0.04,2.1,Battlefield: Bad Company 2,0.32,X360,Electronic Arts,M,869.0,8.6,2010
,,,1.62,Sports,3.46,0.27,1.21,Mario & Sonic at the Olympic Winter Games,0.37,DS,Sega,,,,2009
70.0,71.0,Vicarious Visions,1.01,Misc,3.46,0.01,2.1,Guitar Hero: On Tour,0.35,DS,Activision,E10+,29.0,8.8,2008
30.0,83.0,Agenda,1.79,Misc,3.45,0.73,0.59,Clubhouse Games,0.34,DS,Nintendo,E,28.0,8.4,2006
,,,0.0,Role-Playing,3.44,3.44,0.0,Monster Hunter 4,0.0,3DS,Capcom,,,,2013
83.0,84.0,Gearbox Software,0.71,Shooter,3.44,0.03,2.4,Borderlands,0.29,X360,Take-Two Interactive,M,715.0,8.2,2009
23.0,79.0,Namco,1.27,Fighting,3.44,0.33,1.55,Tekken 4,0.29,PS2,Namco Bandai Games,T,126.0,8.3,2002
,,,0.0,Role-Playing,3.42,2.55,0.86,Final Fantasy III,0.02,SNES,SquareSoft,,,,1994
15.0,70.0,DMA Design,2.07,Action,3.42,0.0,1.13,Grand Theft Auto 2,0.22,PS,Take-Two Interactive,T,67.0,8.0,1998
